Age,Gender,Family_History,Company_Size,Tech_Company,Wellness_Program,Anonymity_Protected,Leave_Difficulty,Work_Interfere,Benefits,Care_Options,Comments,Target_Sought_Treatment,Survey_Year
37.0,Male,Yes,100-500,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
40.0,Male,No,6-25,Yes,No,Yes,Very easy,Never,No,No,no comment,0,2014
36.0,Male,No,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2014
29.0,Female,Yes,26-100,No,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
38.0,Female,Yes,26-100,No,No,Don't know,Don't know,Sometimes,Yes,Not sure,I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.,1,2014
26.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Somewhat difficult,Sometimes,Yes,No,no comment,1,2014
34.0,Male,No,26-100,Yes,No,Yes,Somewhat easy,Rarely,No,No,no comment,0,2014
21.0,Male,No,More than 1000,No,No,No,Don't know,Often,No,Yes,I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.,1,2014
31.0,Male,Yes,1-5,Yes,No,Yes,Somewhat easy,Sometimes,No,Yes,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...,0,2014
37.0,Female,Yes,26-100,No,Yes,Don't know,Don't know,Rarely,Yes,Yes,no comment,1,2014
37.0,Male,Yes,1-5,Yes,No,Don't know,Very easy,Sometimes,No,No,no comment,1,2014
38.0,Male,Yes,1-5,Yes,No,No,Very difficult,Sometimes,No,No,no comment,1,2014
27.0,Female,No,100-500,Yes,Yes,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,1,2014
39.0,Male,No,6-25,Yes,Yes,Yes,Somewhat easy,,No,No,no comment,0,2014
33.0,Female,Yes,1-5,Yes,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
27.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Don't know,Not sure,no comment,0,2014
36.0,Female,No,6-25,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,1,2014
28.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Don't know,Not sure,no comment,0,2014
39.0,Male,No,500-1000,No,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
33.0,Male,Yes,1-5,Yes,No,Yes,Very easy,Sometimes,No,Yes,My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. ,1,2014
32.0,Male,No,More than 1000,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
28.0,Male,No,More than 1000,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
37.0,Male,Yes,6-25,Yes,No,Yes,Somewhat easy,Rarely,No,No,Some of these questions are not really suitable for non US people.,1,2014
39.0,Male,No,100-500,No,Yes,Yes,Very easy,Sometimes,Yes,Yes,no comment,1,2014
43.0,Other,No,6-25,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
32.0,Other,No,More than 1000,No,Yes,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
27.0,Female,No,More than 1000,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
31.0,Female,No,6-25,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
43.0,Male,No,26-100,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,1,2014
33.0,Male,No,6-25,Yes,No,Yes,Somewhat difficult,Sometimes,No,Yes,no comment,1,2014
34.0,Male,Yes,More than 1000,Yes,Don't know,Yes,Very easy,Sometimes,Don't know,Not sure,no comment,1,2014
33.0,Male,No,1-5,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
25.0,Male,No,6-25,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
25.0,Male,Yes,More than 1000,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
32.0,Male,Yes,1-5,Yes,No,Yes,Somewhat easy,,No,Yes,no comment,0,2014
25.0,Male,Yes,26-100,Yes,Don't know,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
37.0,Male,No,100-500,No,Don't know,Don't know,Somewhat easy,,Don't know,No,no comment,0,2014
39.0,Male,No,More than 1000,Yes,Yes,Yes,Somewhat easy,Never,Yes,Yes,no comment,1,2014
29.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Rarely,Don't know,Not sure,no comment,0,2014
33.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
37.0,Female,No,6-25,Yes,No,Yes,Somewhat difficult,Often,Don't know,Not sure,no comment,1,2014
35.0,Female,No,100-500,No,No,Yes,Very difficult,Sometimes,Yes,No,I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.,1,2014
22.0,Female,Yes,More than 1000,Yes,Don't know,Don't know,Very difficult,Sometimes,Don't know,Not sure,no comment,1,2014
38.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Yes,Yes,no comment,0,2014
32.0,Female,Yes,100-500,Yes,No,Don't know,Don't know,Often,Yes,No,no comment,1,2014
28.0,Male,No,26-100,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
27.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,,No,No,Thank you for your work what you do is important!,0,2014
35.0,Female,No,100-500,Yes,Don't know,Don't know,Very easy,Sometimes,Don't know,No,It might be safe to talk about it where I am now but I don't know for sure and I err on the side of being over cautious. Struggle with depression and anxiety which sometimes affects my productivity but I try to make up / cover up for it instead of being open about it.,1,2014
29.0,Male,No,100-500,No,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2014
23.0,Male,Yes,6-25,Yes,No,Don't know,Very easy,Sometimes,No,Yes,no comment,1,2014
39.0,Male,No,26-100,Yes,No,Don't know,Don't know,,Yes,No,no comment,0,2014
30.0,Female,No,More than 1000,Yes,Yes,Yes,Very easy,,Yes,Yes,no comment,0,2014
32.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,,Don't know,Not sure,no comment,0,2014
28.0,Other,No,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,No,Yes,no comment,1,2014
40.0,Female,Yes,100-500,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!,1,2014
36.0,Female,Yes,6-25,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
27.0,Male,No,26-100,Yes,No,Don't know,Very easy,,Don't know,Not sure,no comment,0,2014
41.0,Male,Yes,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,0,2014
29.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2014
29.0,Male,No,100-500,Yes,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,1,2014
35.0,Male,No,1-5,No,No,Yes,Very difficult,Often,No,No,no comment,1,2014
28.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,No,Yes,no comment,1,2014
36.0,Female,No,1-5,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2014
39.0,Female,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2014
39.0,Male,Yes,500-1000,Yes,Yes,Yes,Very difficult,Sometimes,Yes,Yes,no comment,1,2014
44.0,Male,Yes,1-5,Yes,No,No,Very easy,Sometimes,No,Yes,no comment,1,2014
26.0,Other,No,6-25,Yes,Yes,Yes,Very easy,Sometimes,No,Not sure,no comment,1,2014
35.0,Male,Yes,1-5,Yes,Yes,Don't know,Somewhat easy,Often,No,Yes,no comment,1,2014
40.0,Female,Yes,100-500,No,Yes,Don't know,Don't know,Sometimes,Yes,Not sure,no comment,1,2014
35.0,Male,Yes,1-5,Yes,Yes,Don't know,Somewhat easy,Often,No,Yes,no comment,1,2014
38.0,Male,No,More than 1000,Yes,No,No,Very difficult,Never,No,Yes,no comment,0,2014
34.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
43.0,Male,No,More than 1000,Yes,Yes,Don't know,Don't know,,Yes,No,no comment,0,2014
48.0,Other,Yes,26-100,Yes,No,No,Very difficult,Often,Don't know,No,None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.,0,2014
20.0,Male,No,26-100,Yes,Don't know,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2014
40.0,Male,No,1-5,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,0,2014
29.0,Female,No,6-25,Yes,No,Don't know,Don't know,Rarely,Don't know,No,no comment,1,2014
35.0,Male,Yes,1-5,No,No,Yes,Don't know,Sometimes,No,Yes,no comment,1,2014
29.0,Male,Yes,More than 1000,No,No,Yes,Very easy,Sometimes,Yes,Yes,no comment,0,2014
40.0,Male,No,100-500,Yes,No,Don't know,Don't know,Never,Yes,Not sure,no comment,0,2014
29.0,Male,No,6-25,Yes,No,Yes,Very easy,Rarely,No,Yes,no comment,1,2014
29.0,Female,Yes,100-500,Yes,Don't know,Don't know,Don't know,Rarely,Yes,Not sure,no comment,1,2014
34.0,Male,No,1-5,Yes,No,Don't know,Don't know,Sometimes,No,No,no comment,1,2014
44.0,Male,Yes,500-1000,No,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,no comment,1,2014
24.0,Female,Yes,6-25,Yes,No,Yes,Very easy,Often,Yes,Yes,no comment,1,2014
47.0,Female,No,100-500,Yes,No,Don't know,Very difficult,,Don't know,No,no comment,0,2014
43.0,Male,Yes,More than 1000,No,No,Don't know,Very easy,,Don't know,No,no comment,0,2014
36.0,Male,No,More than 1000,Yes,Yes,Yes,Somewhat difficult,Rarely,Yes,Yes,no comment,0,2014
43.0,Male,No,More than 1000,No,No,Don't know,Very difficult,Sometimes,Don't know,No,no comment,1,2014
36.0,Male,No,6-25,Yes,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,0,2014
31.0,Female,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Sometimes,Yes,Yes,I have been incredibly public about my own struggle in my own conversations and in social media insofar as how I can use my depression to raise awareness or help others. Because of that my employer - or any future employer - kind of knows by default. It's not a secret. That said the downside of that openness is that I have no faith that I wouldn't be discriminated against at a future job simply because the information is public. Likewise I worry I'm seen as less-than by my employer in some circumstances. Regerdless I don't regret being public and raising awareness. My point is that even those of us who do publicly discuss the issue fear systemic retribution. ,1,2014
35.0,Male,No,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2014
33.0,Male,Yes,26-100,No,No,Yes,Somewhat difficult,,Yes,No,no comment,0,2014
37.0,Male,No,26-100,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2014
34.0,Male,No,100-500,Yes,Yes,Yes,Don't know,Sometimes,Don't know,No,At a previous employer I witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(,1,2014
36.0,Male,No,1-5,Yes,No,Don't know,Very easy,Sometimes,No,No,no comment,1,2014
40.0,Male,Yes,1-5,Yes,No,Yes,Very easy,Sometimes,No,Yes,no comment,1,2014
40.0,Male,No,More than 1000,Yes,Yes,Yes,Don't know,Rarely,Yes,Yes,While not personally affected I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey.,0,2014
42.0,Male,No,1-5,Yes,No,Don't know,Somewhat easy,Sometimes,No,Yes,no comment,1,2014
23.0,Male,Yes,26-100,Yes,No,Yes,Don't know,,Yes,Yes,no comment,0,2014
21.0,Male,Yes,6-25,No,No,Yes,Somewhat easy,Never,No,No,no comment,0,2014
26.0,Male,No,6-25,Yes,No,Don't know,Very difficult,Sometimes,No,No,no comment,0,2014
31.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
25.0,Male,Yes,More than 1000,Yes,Yes,Yes,Very easy,,Yes,Yes,no comment,0,2014
51.0,Male,No,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2014
24.0,Male,No,6-25,Yes,Don't know,Yes,Somewhat easy,,Don't know,Not sure,no comment,0,2014
33.0,Male,No,100-500,Yes,No,Don't know,Don't know,,No,No,The company I work for was started by engineers and so anything other then the engineering department has always lacked a bit. Now that we've grown things are better but I feel that overall our total benefits package (including healthcare) isn't well communicated. This reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits. That is I don't think the company is purposefully doing less for mental health. They just aren't doing enough across the board and that includes mental health.,0,2014
32.0,Male,Yes,6-25,No,No,No,Don't know,Rarely,No,No,no comment,1,2014
32.0,Male,Yes,6-25,No,No,No,Don't know,Rarely,No,No,no comment,1,2014
26.0,Male,No,1-5,Yes,Don't know,Don't know,Somewhat difficult,Rarely,No,Not sure,no comment,1,2014
23.0,Male,No,100-500,No,Don't know,Don't know,Don't know,Never,Don't know,No,no comment,0,2014
33.0,Male,Yes,6-25,Yes,No,Don't know,Very difficult,Often,No,Yes,no comment,1,2014
46.0,Male,No,More than 1000,No,Yes,Yes,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
34.0,Male,No,6-25,Yes,No,No,Somewhat difficult,,No,No,no comment,0,2014
35.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
39.0,Male,No,1-5,Yes,No,Don't know,Very difficult,,No,Yes,Thank you for all you are doing to study this topic and raise awareness in our communities. ,0,2014
32.0,Male,No,1-5,Yes,No,Yes,Somewhat easy,Sometimes,No,Yes,no comment,0,2014
43.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
56.0,Male,No,More than 1000,Yes,Don't know,Yes,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
32.0,Female,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,no comment,1,2014
41.0,Male,No,26-100,No,Yes,Yes,Don't know,,Yes,Yes,no comment,0,2014
39.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
37.0,Male,Yes,500-1000,No,No,Yes,Very easy,,Yes,Yes,no comment,0,2014
30.0,Male,Yes,6-25,Yes,No,Don't know,Very difficult,Sometimes,Don't know,Not sure,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.),1,2014
31.0,Male,No,26-100,Yes,Yes,Yes,Somewhat easy,,Yes,No,no comment,0,2014
29.0,Male,No,More than 1000,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
23.0,Female,Yes,More than 1000,No,No,Don't know,Somewhat easy,Never,No,No,no comment,0,2014
31.0,Male,No,26-100,Yes,No,Yes,Very easy,Never,Yes,Yes,no comment,1,2014
29.0,Male,Yes,26-100,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
30.0,Other,No,26-100,Yes,Don't know,Yes,Very easy,Never,Yes,Yes,no comment,0,2014
37.0,Male,No,500-1000,Yes,Yes,Don't know,Don't know,Never,Yes,No,(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence),0,2014
36.0,Male,No,1-5,Yes,No,Don't know,Somewhat difficult,Never,Yes,No,no comment,0,2014
35.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
41.0,Male,Yes,500-1000,No,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2014
31.0,Male,No,6-25,Yes,No,Don't know,Don't know,Rarely,Don't know,Not sure,no comment,1,2014
38.0,Male,Yes,500-1000,No,Yes,Don't know,Somewhat easy,,Yes,Yes,no comment,0,2014
26.0,Male,No,100-500,Yes,No,Yes,Very easy,,No,No,no comment,0,2014
39.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,No,I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated.,0,2014
42.0,Male,Yes,6-25,No,Don't know,Don't know,Don't know,Sometimes,Yes,Not sure,no comment,0,2014
32.0,Male,Yes,1-5,Yes,No,Don't know,Very difficult,Rarely,No,Yes,no comment,1,2014
29.0,Male,Yes,100-500,Yes,Don't know,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
30.0,Male,Yes,100-500,Yes,Don't know,Don't know,Very difficult,Never,Yes,No,no comment,0,2014
40.0,Male,Yes,500-1000,Yes,No,Don't know,Don't know,Often,Don't know,Not sure,Bipolar spectrum is tricky.,1,2014
51.0,Male,No,100-500,No,No,Don't know,Somewhat difficult,,Don't know,Not sure,no comment,0,2014
33.0,Male,No,More than 1000,Yes,Yes,Yes,Somewhat easy,Never,Yes,Yes,no comment,0,2014
34.0,Male,No,1-5,Yes,No,Yes,Somewhat difficult,Sometimes,No,Not sure,To be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to.,1,2014
50.0,Male,No,1-5,Yes,No,Yes,Somewhat easy,Never,No,Yes,A lot of these answers aren't really applicable since I'm self employed as a sole proprietor.,0,2014
24.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,No,no comment,0,2014
25.0,Male,Yes,26-100,No,No,Don't know,Don't know,Rarely,No,No,no comment,1,2014
43.0,Male,Yes,26-100,Yes,No,Don't know,Very difficult,Rarely,No,No,no comment,1,2014
25.0,Female,No,1-5,Yes,Yes,Yes,Very easy,Often,Yes,Yes,no comment,1,2014
24.0,Male,No,1-5,Yes,No,Yes,Very easy,,No,Yes,no comment,0,2014
51.0,Male,No,1-5,Yes,No,Yes,Somewhat difficult,Never,No,Yes,no comment,0,2014
49.0,Male,Yes,More than 1000,Yes,No,Yes,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2014
30.0,Male,No,More than 1000,Yes,Yes,Don't know,Don't know,,Yes,No,no comment,0,2014
25.0,Female,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,Yes,While I have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness (r****d for example) and criticize people behind their back for taking extra leave for doctor appointments (Oh I bet they are just hung over or other comments about how lazy they are.),1,2014
